"Activity" "Subject" "Feature" "Mean value"
"WALKING" 6 "angle tBodyGyroJerkMean gravityMean" 0.046373301224
"WALKING" 6 "angle tBodyGyroMean gravityMean" 0.0295695269413333
"WALKING" 6 "angle X gravityMean" -0.8621724068
"WALKING" 6 "angle Y gravityMean" 0.152440184386667
"WALKING" 6 "angle Z gravityMean" 0.00775829836933333
"WALKING" 6 "fBodyAcc mean X" -0.12366996916
"WALKING" 6 "fBodyAcc mean Y" -0.0292162297146667
"WALKING" 6 "fBodyAcc mean Z" -0.368955094933333
"WALKING" 6 "fBodyAcc meanFreq X" -0.286315700362667
"WALKING" 6 "fBodyAcc meanFreq Y" 0.21417164996
"WALKING" 6 "fBodyAcc meanFreq Z" 0.230579893302667
"WALKING" 6 "fBodyAcc std X" -0.206893740173333
"WALKING" 6 "fBodyAcc std Y" -0.196692158490667
"WALKING" 6 "fBodyAcc std Z" -0.405064195333333
"WALKING" 6 "fBodyAccJerk mean X" -0.139059655038667
"WALKING" 6 "fBodyAccJerk mean Y" -0.0660298134744
"WALKING" 6 "fBodyAccJerk mean Z" -0.431240203866667
"WALKING" 6 "fBodyAccJerk meanFreq X" -0.276125652853333
"WALKING" 6 "fBodyAccJerk meanFreq Y" -0.154885098164133
"WALKING" 6 "fBodyAccJerk meanFreq Z" -0.04603064804
"WALKING" 6 "fBodyAccJerk std X" -0.114045993317333
"WALKING" 6 "fBodyAccJerk std Y" -0.0404055028933333
"WALKING" 6 "fBodyAccJerk std Z" -0.5167786248
"WALKING" 6 "fBodyAccMag mean" -0.159858058010667
"WALKING" 6 "fBodyAccMag meanFreq" 0.18203138378
"WALKING" 6 "fBodyAccMag std" -0.398503274933333
"WALKING" 6 "fBodyBodyAccJerkMag mean" -0.0431578962426667
"WALKING" 6 "fBodyBodyAccJerkMag meanFreq" -0.0440474501333333
"WALKING" 6 "fBodyBodyAccJerkMag std" -0.0176770739809333
"WALKING" 6 "fBodyBodyGyroJerkMag mean" -0.5540286432
"WALKING" 6 "fBodyBodyGyroJerkMag meanFreq" 0.0242047534746667
"WALKING" 6 "fBodyBodyGyroJerkMag std" -0.5595737588
"WALKING" 6 "fBodyBodyGyroMag mean" -0.442161956266667
"WALKING" 6 "fBodyBodyGyroMag meanFreq" 0.115956143944
"WALKING" 6 "fBodyBodyGyroMag std" -0.502856645866667
"WALKING" 6 "fBodyGyro mean X" -0.344962801333333
"WALKING" 6 "fBodyGyro mean Y" -0.403089678933333
"WALKING" 6 "fBodyGyro mean Z" -0.139795226021333
"WALKING" 6 "fBodyGyro meanFreq X" -0.0530923200866667
"WALKING" 6 "fBodyGyro meanFreq Y" -0.0880448548506667
"WALKING" 6 "fBodyGyro meanFreq Z" -0.147056553494667
"WALKING" 6 "fBodyGyro std X" -0.515230814266667
"WALKING" 6 "fBodyGyro std Y" -0.32058722152
"WALKING" 6 "fBodyGyro std Z" -0.265744454666667
"WALKING" 6 "tBodyAcc mean X" 0.279837834933333
"WALKING" 6 "tBodyAcc mean Y" -0.0171785707378667
"WALKING" 6 "tBodyAcc mean Z" -0.10717392652
"WALKING" 6 "tBodyAcc std X" -0.182107459853333
"WALKING" 6 "tBodyAcc std Y" -0.0985357736266667
"WALKING" 6 "tBodyAcc std Z" -0.358461265733333
"WALKING" 6 "tBodyAccJerk mean X" 0.0788136044653333
"WALKING" 6 "tBodyAccJerk mean Y" 0.0059249109704
"WALKING" 6 "tBodyAccJerk mean Z" -0.0146794244026667
"WALKING" 6 "tBodyAccJerk std X" -0.0868501988666667
"WALKING" 6 "tBodyAccJerk std Y" -0.0215567525125333
"WALKING" 6 "tBodyAccJerk std Z" -0.4745949896
"WALKING" 6 "tBodyAccJerkMag mean" -0.157124873277453
"WALKING" 6 "tBodyAccJerkMag std" -0.0283674083133333
"WALKING" 6 "tBodyAccMag mean" -0.131630523342667
"WALKING" 6 "tBodyAccMag std" -0.233561286954667
"WALKING" 6 "tBodyGyro mean X" -0.0358836692673333
"WALKING" 6 "tBodyGyro mean Y" -0.0656105562471067
"WALKING" 6 "tBodyGyro mean Z" 0.100719084814
"WALKING" 6 "tBodyGyro std X" -0.4736376964
"WALKING" 6 "tBodyGyro std Y" -0.3463099024
"WALKING" 6 "tBodyGyro std Z" -0.177176758053333
"WALKING" 6 "tBodyGyroJerk mean X" -0.104621005193333
"WALKING" 6 "tBodyGyroJerk mean Y" -0.0449278457066667
"WALKING" 6 "tBodyGyroJerk mean Z" -0.064033675176
"WALKING" 6 "tBodyGyroJerk std X" -0.4134513052
"WALKING" 6 "tBodyGyroJerk std Y" -0.552145872266667
"WALKING" 6 "tBodyGyroJerk std Z" -0.369398509733333
"WALKING" 6 "tBodyGyroJerkMag mean" -0.4825912996
"WALKING" 6 "tBodyGyroJerkMag std" -0.542481352933333
"WALKING" 6 "tBodyGyroMag mean" -0.229279538466667
"WALKING" 6 "tBodyGyroMag std" -0.418019288
"WALKING" 6 "tGravityAcc mean X" 0.9647435568
"WALKING" 6 "tGravityAcc mean Y" -0.10046323512
"WALKING" 6 "tGravityAcc mean Z" 0.01999256508
"WALKING" 6 "tGravityAcc std X" -0.977491832533333
"WALKING" 6 "tGravityAcc std Y" -0.968675868933333
"WALKING" 6 "tGravityAcc std Z" -0.950591614533333
"WALKING" 6 "tGravityAccMag mean" -0.131630523342667
"WALKING" 6 "tGravityAccMag std" -0.233561286954667
"WALKING" 7 "angle tBodyAccJerkMean gravityMean" 0.0688111773902439
"WALKING" 7 "angle tBodyAccMean gravity" 0.0312779829731707
"WALKING" 7 "angle tBodyGyroJerkMean gravityMean" -0.0272492018780488
"WALKING" 7 "angle tBodyGyroMean gravityMean" 0.0662624218292683
"WALKING" 7 "angle X gravityMean" -0.764237350731707
"WALKING" 7 "angle Y gravityMean" 0.221223356341463
"WALKING" 7 "angle Z gravityMean" 0.115263411780488
"WALKING" 7 "fBodyAcc mean X" -0.140767069768293
"WALKING" 7 "fBodyAcc mean Y" -0.0200519782692683
"WALKING" 7 "fBodyAcc mean Z" -0.381344993097561
"WALKING" 7 "fBodyAcc meanFreq X" -0.233890616560976
"WALKING" 7 "fBodyAcc meanFreq Y" 0.0759363227243902
"WALKING" 7 "fBodyAcc meanFreq Z" 0.139163640307317
"WALKING" 7 "fBodyAcc std X" -0.216531419065854
"WALKING" 7 "fBodyAcc std Y" -0.104556304804878
"WALKING" 7 "fBodyAcc std Z" -0.353234793982927
"WALKING" 7 "fBodyAccJerk mean X" -0.133149064170732
"WALKING" 7 "fBodyAccJerk mean Y" -0.130536275663415
"WALKING" 7 "fBodyAccJerk mean Z" -0.459777364292683
"WALKING" 7 "fBodyAccJerk meanFreq X" -0.260950588317073
"WALKING" 7 "fBodyAccJerk meanFreq Y" -0.359854556341463
"WALKING" 7 "fBodyAccJerk meanFreq Z" -0.203316423268293
"WALKING" 7 "fBodyAccJerk std X" -0.0479725209512195
"WALKING" 7 "fBodyAccJerk std Y" -0.0329676925795122
"WALKING" 7 "fBodyAccJerk std Z" -0.482110911463415
"WALKING" 7 "fBodyAccMag mean" -0.136209571468293
"WALKING" 7 "fBodyAccMag meanFreq" 0.288256809829268
"WALKING" 7 "fBodyAccMag std" -0.417093350243902
"WALKING" 7 "fBodyBodyAccJerkMag mean" -0.0340966142853659
"WALKING" 7 "fBodyBodyAccJerkMag meanFreq" 0.0914766915219512
"WALKING" 7 "fBodyBodyAccJerkMag std" -0.0350180990439024
"WALKING" 7 "fBodyBodyGyroJerkMag mean" -0.346214455926829
"WALKING" 7 "fBodyBodyGyroJerkMag meanFreq" 0.111957933846829
"WALKING" 7 "fBodyBodyGyroJerkMag std" -0.366624235341463
"WALKING" 7 "fBodyBodyGyroMag mean" -0.312566685268293
"WALKING" 7 "fBodyBodyGyroMag meanFreq" 0.297894444209756
"WALKING" 7 "fBodyBodyGyroMag std" -0.445296590487805
"WALKING" 7 "fBodyGyro mean X" -0.35930979097561
"WALKING" 7 "fBodyGyro mean Y" -0.269366793658537
"WALKING" 7 "fBodyGyro mean Z" -0.397364445853659
"WALKING" 7 "fBodyGyro meanFreq X" 0.0381823369560976
"WALKING" 7 "fBodyGyro meanFreq Y" 0.0878585235365854
"WALKING" 7 "fBodyGyro meanFreq Z" 0.045737597904878
"WALKING" 7 "fBodyGyro std X" -0.58084883097561
"WALKING" 7 "fBodyGyro std Y" -0.280488596317073
"WALKING" 7 "fBodyGyro std Z" -0.531515589512195
"WALKING" 7 "tBodyAcc mean X" 0.274209356097561
"WALKING" 7 "tBodyAcc mean Y" -0.0169478398039024
"WALKING" 7 "tBodyAcc mean Z" -0.106498089585366
"WALKING" 7 "tBodyAcc std X" -0.192999399726829
"WALKING" 7 "tBodyAcc std Y" -0.0342849779512195
"WALKING" 7 "tBodyAcc std Z" -0.32901156747561
"WALKING" 7 "tBodyAccJerk mean X" 0.044546197595122
"WALKING" 7 "tBodyAccJerk mean Y" 0.0235739568292683
"WALKING" 7 "tBodyAccJerk mean Z" 0.0195616295853659
"WALKING" 7 "tBodyAccJerk std X" -0.049127586902439
"WALKING" 7 "tBodyAccJerk std Y" -0.0532728263607317
"WALKING" 7 "tBodyAccJerk std Z" -0.471576876585366
"WALKING" 7 "tBodyAccJerkMag mean" -0.123960320204878
"WALKING" 7 "tBodyAccJerkMag std" -0.0324977736829268
"WALKING" 7 "tBodyAccMag mean" -0.102823922863415
"WALKING" 7 "tBodyAccMag std" -0.234906447585366
"WALKING" 7 "tBodyGyro mean X" -0.0591950600536585
"WALKING" 7 "tBodyGyro mean Y" -0.0459291452990244
"WALKING" 7 "tBodyGyro mean Z" 0.0807428932236585
"WALKING" 7 "tBodyGyro std X" -0.526528650731707
"WALKING" 7 "tBodyGyro std Y" -0.270535123609756
"WALKING" 7 "tBodyGyro std Z" -0.459195769512195
"WALKING" 7 "tBodyGyroJerk mean X" -0.0779930645268293
"WALKING" 7 "tBodyGyroJerk mean Y" -0.0399463422463415
"WALKING" 7 "tBodyGyroJerk mean Z" -0.0440526916909756
"WALKING" 7 "tBodyGyroJerk std X" -0.315873058780488
"WALKING" 7 "tBodyGyroJerk std Y" -0.349880444829268
"WALKING" 7 "tBodyGyroJerk std Z" -0.519302354634146
"WALKING" 7 "tBodyGyroJerkMag mean" -0.380460027317073
"WALKING" 7 "tBodyGyroJerkMag std" -0.334513820097561
"WALKING" 7 "tBodyGyroMag mean" -0.308565420487805
"WALKING" 7 "tBodyGyroMag std" -0.319215324195122
"WALKING" 7 "tGravityAcc mean X" 0.936332141951219
"WALKING" 7 "tGravityAcc mean Y" -0.201192533658537
"WALKING" 7 "tGravityAcc mean Z" -0.13367790604878
"WALKING" 7 "tGravityAcc std X" -0.973438082682927
"WALKING" 7 "tGravityAcc std Y" -0.964617340731707
"WALKING" 7 "tGravityAcc std Z" -0.946150271951219
"WALKING" 7 "tGravityAccMag mean" -0.102823922863415
"WALKING" 7 "tGravityAccMag std" -0.234906447585366
"WALKING" 8 "angle tBodyAccJerkMean gravityMean" 0.00491985074358975
"WALKING" 8 "angle tBodyAccMean gravity" 0.00195324647179487
"WALKING" 8 "angle tBodyGyroJerkMean gravityMean" 0.0187571137692308
"WALKING" 8 "angle tBodyGyroMean gravityMean" 0.0319577352871795
"WALKING" 8 "angle X gravityMean" -0.684783722051282
"WALKING" 8 "angle Y gravityMean" 0.286883999487179
"WALKING" 8 "angle Z gravityMean" 0.0685127429115641
"WALKING" 8 "fBodyAcc mean X" -0.313280368974359
"WALKING" 8 "fBodyAcc mean Y" 0.171938682964103
"WALKING" 8 "fBodyAcc mean Z" -0.300490024717949
"WALKING" 8 "fBodyAcc meanFreq X" -0.211312866128205
"WALKING" 8 "fBodyAcc meanFreq Y" 0.0310081607589744
"WALKING" 8 "fBodyAcc meanFreq Z" 0.159897063487179
"WALKING" 8 "fBodyAcc std X" -0.346156980769231
"WALKING" 8 "fBodyAcc std Y" 0.181717143717949
"WALKING" 8 "fBodyAcc std Z" -0.360061872205128
"WALKING" 8 "fBodyAccJerk mean X" -0.258159214271795
"WALKING" 8 "fBodyAccJerk mean Y" 0.0311981867948718
"WALKING" 8 "fBodyAccJerk mean Z" -0.390403131205128
"WALKING" 8 "fBodyAccJerk meanFreq X" -0.172660385410256
"WALKING" 8 "fBodyAccJerk meanFreq Y" -0.453753933333333
"WALKING" 8 "fBodyAccJerk meanFreq Z" -0.172888417087436
"WALKING" 8 "fBodyAccJerk std X" -0.181768289402564
"WALKING" 8 "fBodyAccJerk std Y" 0.168556500423077
"WALKING" 8 "fBodyAccJerk std Z" -0.465772781282051
"WALKING" 8 "fBodyAccMag mean" -0.20591285225641
"WALKING" 8 "fBodyAccMag meanFreq" 0.256437480974359
"WALKING" 8 "fBodyAccMag std" -0.416031365641026
"WALKING" 8 "fBodyBodyAccJerkMag mean" -0.118001676233333
"WALKING" 8 "fBodyBodyAccJerkMag meanFreq" 0.0985033306846154
"WALKING" 8 "fBodyBodyAccJerkMag std" -0.0663273869807692
"WALKING" 8 "fBodyBodyGyroJerkMag mean" -0.425201889564103
"WALKING" 8 "fBodyBodyGyroJerkMag meanFreq" 0.261628896494872
"WALKING" 8 "fBodyBodyGyroJerkMag std" -0.418049910820513
"WALKING" 8 "fBodyBodyGyroMag mean" -0.293100001923077
"WALKING" 8 "fBodyBodyGyroMag meanFreq" 0.244360548307692
"WALKING" 8 "fBodyBodyGyroMag std" -0.36961507025641
"WALKING" 8 "fBodyGyro mean X" -0.103430279248718
"WALKING" 8 "fBodyGyro mean Y" -0.337606514025641
"WALKING" 8 "fBodyGyro mean Z" -0.270245563846154
"WALKING" 8 "fBodyGyro meanFreq X" -0.0442639750435897
"WALKING" 8 "fBodyGyro meanFreq Y" -0.0171913394871795
"WALKING" 8 "fBodyGyro meanFreq Z" 0.217916575276923
"WALKING" 8 "fBodyGyro std X" -0.366981887948718
"WALKING" 8 "fBodyGyro std Y" -0.364001328205128
"WALKING" 8 "fBodyGyro std Z" -0.478982605641026
"WALKING" 8 "tBodyAcc mean X" 0.277490761794872
"WALKING" 8 "tBodyAcc mean Y" -0.0181806400179487
"WALKING" 8 "tBodyAcc mean Z" -0.111642901051282
"WALKING" 8 "tBodyAcc std X" -0.335691151538462
"WALKING" 8 "tBodyAcc std Y" 0.23084506125641
"WALKING" 8 "tBodyAcc std Z" -0.301258454461538
"WALKING" 8 "tBodyAccJerk mean X" 0.0793987695392308
"WALKING" 8 "tBodyAccJerk mean Y" 0.00111025766153846
"WALKING" 8 "tBodyAccJerk mean Z" 0.00210593437692308
"WALKING" 8 "tBodyAccJerk std X" -0.184243500176923
"WALKING" 8 "tBodyAccJerk std Y" 0.133553488333333
"WALKING" 8 "tBodyAccJerk std Z" -0.428357509487179
"WALKING" 8 "tBodyAccJerkMag mean" -0.115527655538462
"WALKING" 8 "tBodyAccJerkMag std" -0.0911443728582051
"WALKING" 8 "tBodyAccMag mean" -0.125868331564103
"WALKING" 8 "tBodyAccMag std" -0.265042321282051
"WALKING" 8 "tBodyGyro mean X" -0.0194985779333333
"WALKING" 8 "tBodyGyro mean Y" -0.0830230011620513
"WALKING" 8 "tBodyGyro mean Z" 0.0828707846176923
"WALKING" 8 "tBodyGyro std X" -0.302067494615385
"WALKING" 8 "tBodyGyro std Y" -0.350124803076923
"WALKING" 8 "tBodyGyro std Z" -0.379266461282051
"WALKING" 8 "tBodyGyroJerk mean X" -0.0910421228461538
"WALKING" 8 "tBodyGyroJerk mean Y" -0.0360409595358974
"WALKING" 8 "tBodyGyroJerk mean Z" -0.0672186853025641
"WALKING" 8 "tBodyGyroJerk std X" -0.14623747825641
"WALKING" 8 "tBodyGyroJerk std Y" -0.469761397153846
"WALKING" 8 "tBodyGyroJerk std Z" -0.281666922461538
"WALKING" 8 "tBodyGyroJerkMag mean" -0.32691121974359
"WALKING" 8 "tBodyGyroJerkMag std" -0.403437238589744
"WALKING" 8 "tBodyGyroMag mean" -0.203817473846154
"WALKING" 8 "tBodyGyroMag std" -0.258081881282051
"WALKING" 8 "tGravityAcc mean X" 0.917197747948718
"WALKING" 8 "tGravityAcc mean Y" -0.296446048461538
"WALKING" 8 "tGravityAcc mean Z" -0.0665741857435897
"WALKING" 8 "tGravityAcc std X" -0.975605537435897
"WALKING" 8 "tGravityAcc std Y" -0.960647438205128
"WALKING" 8 "tGravityAcc std Z" -0.959822293589744
"WALKING" 8 "tGravityAccMag mean" -0.125868331564103
"WALKING" 8 "tGravityAccMag std" -0.265042321282051
"WALKING" 9 "angle tBodyAccJerkMean gravityMean" 0.13241042675
"WALKING" 9 "angle tBodyAccMean gravity" -0.0452363630833333
"WALKING" 9 "angle tBodyGyroJerkMean gravityMean" -0.000964415361111115
"WALKING" 9 "angle tBodyGyroMean gravityMean" 0.03207657375
"WALKING" 9 "angle X gravityMean" -0.6951543275
"WALKING" 9 "angle Y gravityMean" 0.158284540555556
"WALKING" 9 "angle Z gravityMean" -0.192718372222222
"WALKING" 9 "fBodyAcc mean X" -0.608603298333333
"WALKING" 9 "fBodyAcc mean Y" -0.253081442222222
"WALKING" 9 "fBodyAcc mean Z" -0.525431046388889
"WALKING" 9 "fBodyAcc meanFreq X" -0.347045286111111
"WALKING" 9 "fBodyAcc meanFreq Y" -0.135245149583333
"WALKING" 9 "fBodyAcc meanFreq Z" -0.140533697791667
"WALKING" 9 "fBodyAcc std X" -0.584650866388889
"WALKING" 9 "fBodyAcc std Y" -0.177899776194444
"WALKING" 9 "fBodyAcc std Z" -0.435164520555556
"WALKING" 9 "fBodyAccJerk mean X" -0.623077511388889
"WALKING" 9 "fBodyAccJerk mean Y" -0.424303626666667
"WALKING" 9 "fBodyAccJerk mean Z" -0.649202664722222
"WALKING" 9 "fBodyAccJerk meanFreq X" -0.175802996166667
"WALKING" 9 "fBodyAccJerk meanFreq Y" -0.503978763805556
"WALKING" 9 "fBodyAccJerk meanFreq Z" -0.487794326944444
"WALKING" 9 "fBodyAccJerk std X" -0.617439256666667
"WALKING" 9 "fBodyAccJerk std Y" -0.357944950833333
"WALKING" 9 "fBodyAccJerk std Z" -0.678647728611111
"WALKING" 9 "fBodyAccMag mean" -0.564300051111111
"WALKING" 9 "fBodyAccMag meanFreq" 0.0756797271130556
"WALKING" 9 "fBodyAccMag std" -0.635699643055556
"WALKING" 9 "fBodyBodyAccJerkMag mean" -0.561417586388889
"WALKING" 9 "fBodyBodyAccJerkMag meanFreq" 0.171163407744444
"WALKING" 9 "fBodyBodyAccJerkMag std" -0.515833864166667
"WALKING" 9 "fBodyBodyGyroJerkMag mean" -0.764963423333333
"WALKING" 9 "fBodyBodyGyroJerkMag meanFreq" 0.0233277211061111
"WALKING" 9 "fBodyBodyGyroJerkMag std" -0.750314418055556
"WALKING" 9 "fBodyBodyGyroMag mean" -0.562374442777778
"WALKING" 9 "fBodyBodyGyroMag meanFreq" -0.140521453111111
"WALKING" 9 "fBodyBodyGyroMag std" -0.529479521666667
"WALKING" 9 "fBodyGyro mean X" -0.404669270555556
"WALKING" 9 "fBodyGyro mean Y" -0.6858337475
"WALKING" 9 "fBodyGyro mean Z" -0.5268258325
"WALKING" 9 "fBodyGyro meanFreq X" -0.336959185969444
"WALKING" 9 "fBodyGyro meanFreq Y" -0.299474251277778
"WALKING" 9 "fBodyGyro meanFreq Z" -0.226790106555556
"WALKING" 9 "fBodyGyro std X" -0.3878209125
"WALKING" 9 "fBodyGyro std Y" -0.573569486388889
"WALKING" 9 "fBodyGyro std Z" -0.553550008055556
"WALKING" 9 "tBodyAcc mean X" 0.280715919444444
"WALKING" 9 "tBodyAcc mean Y" -0.0182276224722222
"WALKING" 9 "tBodyAcc mean Z" -0.115103356555556
"WALKING" 9 "tBodyAcc std X" -0.590930634444444
"WALKING" 9 "tBodyAcc std Y" -0.167691079333333
"WALKING" 9 "tBodyAcc std Z" -0.437621669166667
"WALKING" 9 "tBodyAccJerk mean X" 0.0620386535777778
"WALKING" 9 "tBodyAccJerk mean Y" 0.0118740873555556
"WALKING" 9 "tBodyAccJerk mean Z" -0.00307446455555556
"WALKING" 9 "tBodyAccJerk std X" -0.602942133611111
"WALKING" 9 "tBodyAccJerk std Y" -0.372299340555556
"WALKING" 9 "tBodyAccJerk std Z" -0.664760507777778
"WALKING" 9 "tBodyAccJerkMag mean" -0.527918518333333
"WALKING" 9 "tBodyAccJerkMag std" -0.539874473333333
"WALKING" 9 "tBodyAccMag mean" -0.404493619166667
"WALKING" 9 "tBodyAccMag std" -0.567005907777778
"WALKING" 9 "tBodyGyro mean X" -0.022917420875
"WALKING" 9 "tBodyGyro mean Y" -0.0768517886269444
"WALKING" 9 "tBodyGyro mean Z" 0.0895582896388889
"WALKING" 9 "tBodyGyro std X" -0.384375585833333
"WALKING" 9 "tBodyGyro std Y" -0.610665266111111
"WALKING" 9 "tBodyGyro std Z" -0.513228466666667
"WALKING" 9 "tBodyGyroJerk mean X" -0.10110023205
"WALKING" 9 "tBodyGyroJerk mean Y" -0.0386990185744444
"WALKING" 9 "tBodyGyroJerk mean Z" -0.0481704348055556
"WALKING" 9 "tBodyGyroJerk std X" -0.485399528611111
"WALKING" 9 "tBodyGyroJerk std Y" -0.801232675555556
"WALKING" 9 "tBodyGyroJerk std Z" -0.644197974444444
"WALKING" 9 "tBodyGyroJerkMag mean" -0.668559947777778
"WALKING" 9 "tBodyGyroJerkMag std" -0.7507312325
"WALKING" 9 "tBodyGyroMag mean" -0.377971832777778
"WALKING" 9 "tBodyGyroMag std" -0.490138521111111
"WALKING" 9 "tGravityAcc mean X" 0.908826431944444
"WALKING" 9 "tGravityAcc mean Y" -0.108726086805556
"WALKING" 9 "tGravityAcc mean Z" 0.302795695277778
"WALKING" 9 "tGravityAcc std X" -0.9752213575
"WALKING" 9 "tGravityAcc std Y" -0.968965680555556
"WALKING" 9 "tGravityAcc std Z" -0.949995781944444
"WALKING" 9 "tGravityAccMag mean" -0.404493619166667
"WALKING" 9 "tGravityAccMag std" -0.567005907777778
"WALKING" 10 "angle tBodyAccJerkMean gravityMean" 0.0553180445
"WALKING" 10 "angle tBodyAccMean gravity" 0.023622124664717
"WALKING" 10 "angle tBodyGyroJerkMean gravityMean" 0.0396315673396226
"WALKING" 10 "angle tBodyGyroMean gravityMean" 0.0571392867358491
"WALKING" 10 "angle X gravityMean" -0.855712597358491
"WALKING" 10 "angle Y gravityMean" 0.177850360943396
"WALKING" 10 "angle Z gravityMean" -0.042373973490566
"WALKING" 10 "fBodyAcc mean X" -0.530895501886792
"WALKING" 10 "fBodyAcc mean Y" -0.222942591490566
"WALKING" 10 "fBodyAcc mean Z" -0.478643866226415
"WALKING" 10 "fBodyAcc meanFreq X" -0.34350315345283
"WALKING" 10 "fBodyAcc meanFreq Y" -0.145757130330189
"WALKING" 10 "fBodyAcc meanFreq Z" -0.0205587116509434
"WALKING" 10 "fBodyAcc std X" -0.530686746792453
"WALKING" 10 "fBodyAcc std Y" -0.1748747053
"WALKING" 10 "fBodyAcc std Z" -0.41564739754717
"WALKING" 10 "fBodyAccJerk mean X" -0.556714173773585
"WALKING" 10 "fBodyAccJerk mean Y" -0.409434619622641
"WALKING" 10 "fBodyAccJerk mean Z" -0.581217871886792
"WALKING" 10 "fBodyAccJerk meanFreq X" -0.269219389709434
"WALKING" 10 "fBodyAccJerk meanFreq Y" -0.563476913962264
"WALKING" 10 "fBodyAccJerk meanFreq Z" -0.343719477962264
"WALKING" 10 "fBodyAccJerk std X" -0.557768096792453
"WALKING" 10 "fBodyAccJerk std Y" -0.348982574716981
"WALKING" 10 "fBodyAccJerk std Z" -0.614869299811321
"WALKING" 10 "fBodyAccMag mean" -0.515833668301887
"WALKING" 10 "fBodyAccMag meanFreq" 0.0721784216056604
"WALKING" 10 "fBodyAccMag std" -0.602661761509434
"WALKING" 10 "fBodyBodyAccJerkMag mean" -0.487028015471698
"WALKING" 10 "fBodyBodyAccJerkMag meanFreq" 0.0594686985509434
"WALKING" 10 "fBodyBodyAccJerkMag std" -0.445812055660377
"WALKING" 10 "fBodyBodyGyroJerkMag mean" -0.737627378867925
"WALKING" 10 "fBodyBodyGyroJerkMag meanFreq" 0.0246231811830189
"WALKING" 10 "fBodyBodyGyroJerkMag std" -0.724087520188679
"WALKING" 10 "fBodyBodyGyroMag mean" -0.571463325660377
"WALKING" 10 "fBodyBodyGyroMag meanFreq" -0.0628465889528302
"WALKING" 10 "fBodyBodyGyroMag std" -0.559767194528302
"WALKING" 10 "fBodyGyro mean X" -0.418140439056604
"WALKING" 10 "fBodyGyro mean Y" -0.650136087924528
"WALKING" 10 "fBodyGyro mean Z" -0.523127601698113
"WALKING" 10 "fBodyGyro meanFreq X" -0.262314096832075
"WALKING" 10 "fBodyGyro meanFreq Y" -0.224301672348868
"WALKING" 10 "fBodyGyro meanFreq Z" -0.127354068386792
"WALKING" 10 "fBodyGyro std X" -0.460756918867925
"WALKING" 10 "fBodyGyro std Y" -0.576619077169811
"WALKING" 10 "fBodyGyro std Z" -0.59803969245283
"WALKING" 10 "tBodyAcc mean X" 0.275945842830189
"WALKING" 10 "tBodyAcc mean Y" -0.0172245496584906
"WALKING" 10 "tBodyAcc mean Z" -0.10442407190566
"WALKING" 10 "tBodyAcc std X" -0.53039983245283
"WALKING" 10 "tBodyAcc std Y" -0.154902091018868
"WALKING" 10 "tBodyAcc std Z" -0.405932976792453
"WALKING" 10 "tBodyAccJerk mean X" 0.0776744788128302
"WALKING" 10 "tBodyAccJerk mean Y" 0.00376276777830189
"WALKING" 10 "tBodyAccJerk mean Z" -6.31795037735831e-05
"WALKING" 10 "tBodyAccJerk std X" -0.536863866415094
"WALKING" 10 "tBodyAccJerk std Y" -0.359898772075472
"WALKING" 10 "tBodyAccJerk std Z" -0.598691264716981
"WALKING" 10 "tBodyAccJerkMag mean" -0.479284003396226
"WALKING" 10 "tBodyAccJerkMag std" -0.466431026603774
"WALKING" 10 "tBodyAccMag mean" -0.35791982245283
"WALKING" 10 "tBodyAccMag std" -0.523746327924528
"WALKING" 10 "tBodyGyro mean X" -0.0153608121830189
"WALKING" 10 "tBodyGyro mean Y" -0.0826980358113207
"WALKING" 10 "tBodyGyro mean Z" 0.0843707459056604
"WALKING" 10 "tBodyGyro std X" -0.445981829811321
"WALKING" 10 "tBodyGyro std Y" -0.599984838301887
"WALKING" 10 "tBodyGyro std Z" -0.547972356037736
"WALKING" 10 "tBodyGyroJerk mean X" -0.10618684354717
"WALKING" 10 "tBodyGyroJerk mean Y" -0.0422326527943396
"WALKING" 10 "tBodyGyroJerk mean Z" -0.0515758698975472
"WALKING" 10 "tBodyGyroJerk std X" -0.505622431320755
"WALKING" 10 "tBodyGyroJerk std Y" -0.748342893018868
"WALKING" 10 "tBodyGyroJerk std Z" -0.626280039433962
"WALKING" 10 "tBodyGyroJerkMag mean" -0.648621897169811
"WALKING" 10 "tBodyGyroJerkMag std" -0.72272657245283
"WALKING" 10 "tBodyGyroMag mean" -0.416183196037736
"WALKING" 10 "tBodyGyroMag std" -0.51391194754717
"WALKING" 10 "tGravityAcc mean X" 0.963190279622641
"WALKING" 10 "tGravityAcc mean Y" -0.137512144150943
"WALKING" 10 "tGravityAcc mean Z" 0.0918593671320755
"WALKING" 10 "tGravityAcc std X" -0.982173579245283
